,,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
104,IND,India,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"4,666,100,000","5,410,356,000","6,249,084,000","6,517,736,000","7,597,036,000","8,303,140,000","8,437,352,000","9,226,333,000","9,769,875,000","10,191,580,000","9,465,034,000","10,248,050,000","11,884,040,000","13,509,790,000","16,143,880,000","18,286,190,000","18,094,880,000","20,019,380,000","22,015,870,000","25,522,530,000","31,238,520,000","33,737,290,000","35,702,050,000","34,075,710,000","36,877,280,000","43,246,620,000","44,793,190,000","51,141,120,000","60,893,320,000","77,938,730,000","102,174,900,000","123,767,900,000","149,314,000,000","187,912,000,000"
105,IDN,Indonesia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,"23,348,000,000","19,747,000,000","18,689,000,000","20,754,000,000","18,527,000,000","14,396,000,000","17,206,000,000","19,509,000,000","22,974,000,000","26,807,000,000","29,635,000,000","33,796,000,000","36,607,000,000","40,223,000,000","47,454,000,000","50,188,000,000","56,298,000,000","50,370,970,000","51,241,890,000","65,407,390,000","57,364,590,000","59,165,110,000","64,109,240,000","70,767,130,000","86,995,320,000","103,527,800,000","118,013,900,000","139,606,000,000"
106,IRN,Iran Islamic Rep.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"24,719,000,000","24,076,000,000","17,675,000,000","24,171,000,000","12,338,000,000","11,831,000,000","20,452,000,000","21,507,000,000","17,087,000,000","14,175,000,000","7,171,000,000","11,916,000,000","10,709,000,000","13,081,000,000","19,305,000,000","18,661,000,000","19,868,000,000","18,080,000,000","19,434,000,000","18,360,000,000","22,391,000,000","18,381,000,000","13,118,000,000","21,030,000,000","28,345,000,000",,,,,,,,
107,IRQ,Iraq,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,697,400,000","30,529,400,000","39,587,000,000",
108,IRL,Ireland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"2,479,448,000","3,032,467,000","3,326,266,000","4,228,708,000","5,603,786,000","6,948,702,000","8,229,197,000","7,695,577,000","7,933,208,000","8,438,479,000","9,420,504,000","10,131,050,000","12,366,190,000","15,565,820,000","18,388,930,000","20,355,630,000","23,341,270,000","23,659,430,000","28,106,620,000","28,728,350,000","33,641,580,000","44,422,540,000","49,183,880,000","55,292,690,000","78,561,970,000","67,830,550,000","73,529,990,000","77,622,890,000","84,215,640,000","88,590,270,000","100,116,300,000","102,825,200,000","104,666,900,000","115,248,000,000","119,747,300,000"
109,IMY,Isle of Man,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ISR,Israel,BX.GSR.MRCH.CD,Goods exports (BoP current US$),"213,000,000","240,000,000",,,,"408,000,000","480,000,000","535,000,000","657,000,000","758,000,000","814,000,000","1,012,000,000","1,227,000,000","1,571,000,000","2,029,000,000","2,192,000,000","2,688,000,000","3,422,000,000","4,104,000,000","4,841,000,000","5,946,000,000","6,094,600,000","5,749,700,000","5,721,600,000","6,380,100,000","6,825,600,000","7,893,900,000","9,311,000,000","10,350,300,000","11,142,400,000","12,743,400,000","12,232,700,000","13,620,800,000","14,925,900,000","17,241,800,000","19,525,700,000","21,289,100,000","22,573,300,000","22,778,300,000","25,456,800,000","30,890,200,000","27,685,600,000","27,266,300,000","29,939,800,000","36,356,800,000","39,767,000,000","43,318,500,000","50,285,600,000","57,161,300,000"
111,ITA,Italy,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,"13,217,600,000","15,116,930,000","18,635,230,000","22,261,160,000","30,495,070,000","34,998,180,000","37,269,490,000","45,311,880,000","56,049,990,000","72,217,740,000","78,106,300,000","77,071,360,000","73,790,790,000","72,877,450,000","74,563,830,000","76,718,360,000","97,206,590,000","116,711,700,000","127,859,700,000","140,555,600,000","170,304,500,000","169,465,300,000","178,155,100,000","169,152,700,000","191,421,300,000","233,998,200,000","252,038,800,000","240,404,300,000","242,571,900,000","235,856,100,000","240,473,400,000","244,931,100,000","252,617,900,000","298,118,300,000","352,171,300,000","372,377,900,000","418,074,200,000","501,281,300,000","546,300,800,000"
112,JAM,Jamaica,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"656,400,000","737,800,000","831,100,000","818,200,000","962,700,000","974,000,000","767,400,000","685,700,000","702,300,000","568,600,000","589,500,000","725,200,000","898,400,000","1,028,900,000","1,190,600,000","1,196,700,000","1,116,500,000","1,105,400,000","1,548,000,000","1,796,000,000","1,721,000,000","1,700,300,000","1,613,400,000","1,499,100,000","1,562,800,000","1,454,400,000","1,309,100,000","1,385,600,000","1,601,626,000","1,664,310,000","2,133,610,000","2,362,580,000","2,499,868,000"
113,JPN,Japan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"79,160,000,000","95,320,000,000","101,120,000,000","126,740,000,000","149,520,000,000","137,660,000,000","145,470,000,000","168,290,000,000","175,460,900,000","206,415,100,000","225,514,800,000","260,882,400,000","270,994,100,000","282,307,900,000","308,168,000,000","332,556,000,000","352,661,100,000","385,698,500,000","428,717,300,000","400,286,500,000","409,240,000,000","374,044,500,000","403,693,500,000","459,512,600,000","383,591,700,000","395,580,500,000","449,119,000,000","538,999,300,000","567,571,500,000","615,812,600,000","678,089,600,000","746,473,100,000"
114,JOR,Jordan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,"47,599,950","73,652,300","154,303,900","152,912,000","206,938,100","248,885,800","297,406,100","402,216,800","575,198,000","733,222,500","751,557,500","579,969,500","751,909,600","788,861,100","731,990,000","933,109,200","1,007,437,000","1,109,430,000","1,063,814,000","1,129,469,000","1,218,925,000","1,246,308,000","1,424,455,000","1,769,589,000","1,816,925,000","1,835,543,000","1,802,398,000","1,831,876,000","1,899,295,000","2,294,419,000","2,769,958,000","3,081,664,000","3,882,934,000","4,301,410,000","5,204,372,000","5,731,455,000","7,937,109,000"
115,KAZ,Kazakhstan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,440,000,000","6,291,600,000","6,899,300,000","5,870,500,000","5,988,700,000","9,288,113,000","8,927,814,000","10,026,910,000","13,232,630,000","20,603,140,000","28,300,590,000","38,762,090,000","48,351,130,000","71,970,820,000"
116,KEN,Kenya,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"687,984,100","811,387,900","1,222,488,000","1,056,359,000","1,120,221,000","1,430,692,000","1,192,705,000","1,045,748,000","983,960,000","1,081,735,000","991,047,000","1,219,359,000","962,533,500","1,072,739,000","1,001,484,000","1,090,170,000","1,185,348,000","1,108,489,000","2,340,663,000","2,651,035,000","1,912,302,000","2,069,858,000","2,061,270,000","2,017,022,000","1,764,110,000","1,782,220,000","1,891,370,000","2,161,950,000","2,412,219,000","2,725,958,000","3,462,130,000","3,516,244,000","4,132,260,000","5,039,775,000"
117,KIR,Kiribati,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,"25,193,350","3,871,360","5,575,637","3,437,598","4,265,708","11,602,260","4,256,597","1,774,763","2,287,527","5,593,370","5,506,894","3,341,773","3,631,532","5,517,578","4,282,042","6,148,781",,,,,,,,,,,,,,
118,PRK,Korea Dem. Rep.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,KOR,Korea Rep.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"7,814,000,000","10,046,000,000","12,711,000,000","14,705,000,000","17,245,300,000","20,747,300,000","20,934,400,000","23,271,600,000","26,486,100,000","26,632,600,000","34,128,300,000","46,559,900,000","59,973,000,000","61,832,000,000","63,659,700,000","70,546,400,000","76,209,500,000","82,097,800,000","94,982,500,000","124,933,600,000","130,037,600,000","138,730,700,000","132,251,200,000","145,375,400,000","176,220,500,000","151,478,300,000","163,414,000,000","197,289,200,000","257,710,100,000","288,970,700,000","331,842,000,000","379,045,100,000","433,427,400,000"
120,KSV,Kosovo,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,KWT,Kuwait,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"8,485,261,000","9,620,797,000","9,561,498,000","10,234,400,000","18,113,650,000","20,632,830,000","16,023,080,000","10,819,320,000","11,472,620,000","12,156,240,000","10,373,950,000","7,216,237,000","8,221,393,000","7,708,869,000","11,396,310,000","6,988,958,000","1,079,965,000","6,547,925,000","10,263,760,000","11,284,390,000","12,833,070,000","14,946,130,000","14,280,590,000","9,617,541,000","12,223,460,000","19,478,300,000","16,237,360,000","15,366,510,000","21,794,460,000","29,000,680,000","45,302,740,000","56,453,280,000","62,526,130,000","86,943,580,000"
122,KGZ,Kyrgyz Republic,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,613,000","339,961,000","408,930,000","531,180,000","630,810,000","535,066,200","462,553,200","510,921,800","480,256,900","498,087,000","590,334,100","733,182,100","686,837,100","905,995,100","1,336,976,000","1,846,942,000"
123,LAO,Lao PDR,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,"43,800,000","53,600,000","55,000,000","64,300,000","57,800,000","63,300,000","78,700,000","96,600,000","132,600,000","247,900,000","305,500,000","310,900,000","322,800,000","318,300,000","342,100,000","338,200,000","330,310,000","311,140,000","300,600,000","335,400,000","363,400,000","553,100,000","882,000,000","922,700,000",
124,LVA,Latvia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"799,871,000","1,054,374,000","1,021,721,000","1,367,556,000","1,487,586,000","1,838,117,000","2,011,200,000","1,889,100,000","2,079,300,000","2,242,800,000","2,544,800,000","3,170,500,000","4,221,000,000","5,360,900,000","6,140,400,000","8,226,900,000","9,634,000,000"
125,LBN,Lebanon,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,419,740,000","1,998,191,000","2,396,680,000","2,651,546,000","3,195,333,000","4,067,438,000","5,096,399,000"
126,LSO,Lesotho,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"13,522,510","17,940,000","15,180,000","33,005,000","39,072,580","58,163,890","45,240,700","37,354,400","31,092,360","28,326,870","22,430,370","25,386,830","46,531,650","63,686,600","66,375,190","59,456,600","2,073,819,000","109,244,600","133,954,400","143,477,300","160,022,700","186,862,400","196,053,800","193,427,200","172,504,900","211,099,100","278,594,200","357,275,500","475,040,500","707,295,800","649,952,400","693,636,400","804,998,700","882,370,600"
127,LBR,Liberia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,"536,599,800","600,399,800","529,199,800","477,399,900","420,799,900","446,699,900","430,399,900","407,899,900","374,899,900",,,,,,,,,,,,,,,,,"104,791,700","132,262,800","154,635,600","196,199,400","255,290,700"
128,LBY,Libya,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"10,405,640,000","9,899,646,000","15,980,690,000","21,919,220,000","14,730,870,000","13,700,930,000","12,348,130,000","11,027,760,000","10,353,210,000","5,806,989,000","5,779,914,000","5,653,223,000","7,273,658,000","11,351,550,000","10,701,810,000","10,191,320,000","8,544,200,000","7,704,492,000","7,482,812,000","7,930,178,000","8,176,561,000","5,326,211,000","7,275,812,000","12,038,000,000","10,634,000,000","9,851,000,000","12,878,000,000","17,425,000,000","28,849,000,000","37,473,000,000","46,970,000,000","61,950,100,000"
129,LIE,Liechtenstein,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,LTU,Lithuania,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,025,766,000","2,029,209,000","2,706,095,000","3,413,150,000","4,192,412,000","3,961,575,000","3,146,683,000","4,050,375,000","4,888,950,000","6,028,408,000","7,657,837,000","9,306,344,000","11,774,430,000","14,150,580,000","17,161,980,000","23,768,320,000"
131,LUX,Luxembourg,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,578,472,000","7,944,382,000","7,744,681,000","8,557,095,000","8,565,095,000","8,635,350,000","8,995,685,000","9,467,095,000","10,942,360,000","13,526,170,000","14,600,980,000","16,496,990,000","18,203,500,000","21,430,770,000"
132,MAC,Macao SAR China,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,357,758,000","2,584,761,000","2,815,531,000","2,478,353,000","2,559,312,000","2,544,477,000","2,003,605,000"
133,MKD,Macedonia FYR,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,147,440,000","1,201,430,000","1,291,515,000","1,189,982,000","1,320,729,000","1,155,431,000","1,112,146,000","1,362,655,000","1,674,852,000","2,040,579,000","2,396,255,000","3,349,492,000","3,970,864,000"
134,MDG,Madagascar,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"240,170,800","319,534,000","289,014,900","350,661,200","404,998,800","413,781,800","436,437,600","331,909,900","327,218,400","309,932,100","337,141,300","291,285,400","322,988,000","326,501,700","284,498,700","321,334,600","317,612,700","335,100,500","326,674,300","334,557,300","450,130,000","506,590,800","509,296,200","516,120,400","538,187,000","583,997,700","823,742,300","928,173,400","859,095,800","853,605,800","990,401,700","834,410,500",,,
135,MWI,Malawi,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"199,794,400","184,534,400","222,432,300","280,755,100","272,534,600","239,694,800","246,177,200","311,805,700","245,477,800","248,405,000","277,578,800","293,483,700","268,778,200","406,430,200","475,508,900","399,913,900","317,458,600","323,050,500","445,467,200","509,633,300","540,246,000","539,555,100","448,438,200","403,128,800","427,911,800","422,446,600",,,,,,
136,MYS,Malaysia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"4,199,302,000","3,826,161,000","5,292,781,000","6,093,163,000","7,380,264,000","11,073,630,000","12,962,570,000","11,771,060,000","12,069,920,000","13,804,200,000","16,520,870,000","15,250,650,000","13,655,160,000","17,876,770,000","20,979,970,000","24,775,900,000","28,805,770,000","33,711,910,000","39,822,820,000","46,238,000,000","56,897,250,000","71,767,170,000","76,985,070,000","77,538,260,000","71,882,780,000","84,096,790,000","98,429,110,000","87,980,520,000","93,382,840,000","104,999,500,000","126,816,700,000","141,808,400,000","160,915,600,000","176,433,200,000","199,732,900,000"
137,MDV,Maldives,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"5,000,000","7,200,000","10,700,000","12,800,000","15,800,000","17,300,000","19,800,000","23,100,000","25,500,000","31,200,000","39,800,000","54,347,530","63,700,000","78,000,000","76,200,000","65,100,000","52,720,000","75,430,810","85,011,570","79,939,370","89,650,900","95,626,120","91,485,780","108,673,400","110,209,400","132,450,000","151,994,600","180,972,500","161,637,200","225,246,500","227,975,000","330,498,300"
138,MLI,Mali,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"71,857,550","94,371,020","124,593,100","94,169,940","145,730,400","204,941,700","154,196,400","145,767,200","166,769,000","192,009,900","176,066,100","205,598,600","255,875,700","247,105,700","268,488,300","334,894,600","370,604,200","364,046,000","371,941,800","334,921,500","441,832,500","432,827,600","561,454,800","556,199,700","571,014,300","545,144,600","725,187,000","875,113,800","927,841,900","976,433,500","1,100,868,000","1,550,366,000","1,556,252,000",
139,MLT,Malta,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,"51,337,790","81,503,940","113,883,900","170,955,000","199,333,000","254,742,100","318,960,600","362,236,700","462,242,300","537,596,000","499,869,600","445,477,000","406,059,300","426,432,600","435,463,700","534,106,900","652,982,500","780,096,100","891,267,400","1,198,084,000","1,330,741,000","1,609,816,000","1,408,085,000","1,618,462,000","1,949,355,000","1,772,753,000","1,663,376,000","1,824,451,000","2,017,275,000","2,478,993,000","2,023,070,000","2,341,866,000","2,591,780,000","2,719,922,000","2,586,891,000","2,937,651,000","3,304,702,000","3,103,412,000"
140,MHL,Marshall Islands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,MRT,Mauritania,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"167,315,300","181,865,600","157,215,600","118,581,100","147,170,000","196,301,400","269,919,800","240,027,000","315,370,800","293,793,400","371,524,900","418,756,300","402,404,900","437,611,400","447,893,500","443,895,800","435,763,500","406,771,500","402,985,500","399,652,000","476,402,800","480,040,800","423,619,300","358,640,100",,,,,,,,,,
142,MUS,Mauritius,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"264,610,300","307,235,600","319,635,300","384,742,900","433,611,900","334,245,600","366,519,400","371,256,300","376,874,900","453,489,200","698,481,300","925,826,900","1,030,234,000","1,025,262,000","1,238,069,000","1,253,425,000","1,334,686,000","1,334,427,000","1,376,921,000","1,571,696,000","1,810,557,000","1,600,113,000","1,669,303,000","1,589,189,000","1,552,221,000","1,628,242,000","1,801,305,000","1,898,096,000","1,993,110,000","2,138,354,000","2,328,840,000","2,237,898,000","2,399,460,000"
143,MYT,Mayotte,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,MEX,Mexico,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,"11,512,000,000","18,031,000,000","23,307,000,000","24,056,000,000","25,953,000,000","29,101,000,000","26,758,000,000","21,803,000,000","27,599,000,000","30,692,000,000","35,171,000,000","40,711,000,000","42,687,000,000","46,196,000,000","51,885,000,000","60,882,210,000","79,541,570,000","95,999,700,000","110,431,300,000","117,539,200,000","136,361,800,000","166,120,600,000","158,779,700,000","161,046,000,000","164,766,300,000","187,998,500,000","214,232,900,000","249,925,100,000","271,875,400,000","291,342,500,000"
145,FSM,Micronesia Fed. Sts.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,MDA,Moldova,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"618,477,000","739,020,000","822,850,000","889,630,000","643,580,000","474,260,000","476,750,000","564,640,000","659,700,000","805,090,000","994,070,000","1,104,580,000","1,060,810,000","1,373,340,000","1,645,970,000"
147,MCO,Monaco,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,MNG,Mongolia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,"438,100,000","518,600,000","556,800,000","596,200,000","566,900,000","740,900,000","817,100,000","829,100,000","795,800,000","444,800,000","346,500,000","355,800,000","365,800,000","367,000,000","451,000,000","423,400,000","568,500,000","462,400,000","454,300,000","535,800,000","523,183,200","524,000,000","627,300,000","872,100,000","1,068,620,000","1,545,200,000",,
149,MNE,Montenegro,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,MAR,Morocco,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"1,539,302,000","1,262,414,000","1,301,255,000","1,502,638,000","1,955,049,000","2,450,055,000","2,320,633,000","2,070,389,000","2,075,141,000","2,169,902,000","2,161,591,000","2,428,046,000","2,798,106,000","3,624,005,000","3,330,636,000","4,229,138,000","5,094,326,000","5,009,795,000","4,935,739,000","5,540,865,000","6,871,005,000","6,886,170,000","7,039,073,000","7,143,693,000","7,508,961,000","7,418,587,000","7,141,819,000","7,838,896,000","8,771,430,000","9,921,903,000","10,689,970,000","11,926,340,000","15,146,360,000","20,330,040,000"
151,MOZ,Mozambique,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,"280,800,000","280,800,000","229,200,000","131,600,000","95,700,000","76,600,000","79,100,000","97,000,000","103,000,000","104,800,000","126,400,000","162,300,000","139,300,000","131,800,000","149,500,000","168,900,000","226,100,000","230,000,000","244,600,000","283,800,000","364,000,000","725,951,700","809,812,000","1,043,913,000","1,503,861,000","1,745,256,000","2,381,132,000","2,412,120,000","2,653,260,000"
152,MMR,Myanmar,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"174,266,800","207,654,400","275,618,900","366,275,600","432,655,500","537,861,300","427,186,800","378,760,500","367,785,200","313,989,500","334,106,400","221,979,600","167,267,600","225,000,800","224,770,200","250,702,100","536,724,100","637,436,100","861,611,500","942,640,900","946,932,000","983,669,600","1,077,266,000","1,293,919,000","1,661,555,000","2,521,779,000","2,421,106,000","2,709,697,000","2,926,649,000","3,787,809,000","4,554,696,000",,
153,NAM,Namibia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,088,346,000","1,179,221,000","1,311,284,000","1,293,126,000","1,320,435,000","1,418,412,000","1,403,724,000","1,343,305,000","1,278,299,000","1,196,814,000","1,309,459,000","1,146,974,000","1,071,605,000","1,261,996,000","1,827,467,000","2,069,914,000","2,646,640,000","2,921,583,000","3,116,103,000"
154,NPL,Nepal,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"102,096,000","81,176,000","89,379,690","110,316,700","102,058,300","144,203,200","87,635,900","101,460,000","130,066,700","161,260,100","142,570,600","162,185,400","193,781,000","161,153,100","217,878,000","274,521,900","376,261,800","397,001,500","368,670,700","349,861,500","388,747,800","413,766,800","482,041,900","612,304,400","776,142,700","720,510,400","632,023,000","703,211,800","773,061,300","902,880,600","848,777,000","924,931,900","986,573,100"
155,NLD,Netherlands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,"7,326,243,000","8,298,619,000","9,868,232,000","11,607,180,000","13,485,470,000","16,792,970,000","23,604,580,000","33,283,240,000","34,961,890,000","39,468,010,000","43,020,680,000","49,121,940,000","63,397,650,000","73,229,670,000","68,588,130,000","66,803,820,000","64,534,170,000","65,666,240,000","68,294,320,000","78,662,110,000","92,145,890,000","103,389,500,000","108,155,300,000","130,002,400,000","130,759,200,000","137,332,300,000","127,875,800,000","141,809,700,000","195,599,900,000","195,079,200,000","188,988,000,000","196,041,100,000","195,693,500,000","205,270,800,000","203,201,200,000","209,515,500,000","264,966,400,000","313,429,000,000","344,734,200,000","389,677,900,000","463,783,700,000","532,780,900,000"
156,ANT,Netherlands Antilles,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"2,905,889,000","3,209,722,000","3,165,833,000","4,602,222,000","6,380,556,000","6,173,111,000","5,265,111,000","4,794,945,000","3,949,055,000","1,810,778,000","155,000,000","157,222,200","225,833,300","313,438,700","302,681,600","301,787,700","332,290,500","305,977,700","351,061,400","586,536,300","614,581,000","501,396,600","465,586,600","467,000,000","674,780,800","637,027,800","576,981,900","654,074,300","776,324,000","971,095,000","694,681,500","676,463,700",
157,NCL,New Caledonia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"461,291,800","782,828,500","1,009,203,000","1,089,580,000","1,344,607,000","2,139,720,000","1,357,063,000"
158,NZL,New Zealand,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,"1,955,347,000","2,510,817,000","2,277,040,000","2,448,615,000","3,009,288,000","3,225,238,000","4,020,012,000","4,988,235,000","5,393,666,000","5,602,962,000","5,323,493,000","5,328,470,000","5,385,472,000","5,594,788,000","5,836,493,000","7,245,430,000","8,830,739,000","8,845,780,000","9,189,686,000","9,554,675,000","9,733,996,000","10,467,510,000","11,984,890,000","13,400,690,000","14,318,730,000","14,282,440,000","12,245,000,000","12,648,490,000","13,459,050,000","13,870,490,000","14,494,960,000","16,803,910,000","20,465,930,000","22,005,600,000","22,576,160,000","27,291,410,000","31,191,850,000"
159,NIC,Nicaragua,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"636,200,000","646,000,000","615,900,000","450,400,000","508,200,000","406,000,000","451,900,000","412,400,000","305,100,000","257,800,000","295,100,000","235,700,000","318,700,000","332,400,000","268,100,000","223,100,000","267,000,000","375,900,000","545,000,000","595,200,000","744,800,000","761,000,000","748,600,000","880,600,000","895,300,000","914,400,000","1,056,000,000","1,369,000,000","1,654,130,000","2,034,100,000","2,335,700,000","2,537,600,000"
160,NER,Niger,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"81,514,830","138,517,100","171,638,100","196,642,200","287,650,400","484,948,300","576,085,100","484,629,200","381,328,700","335,228,000","303,272,600","259,424,900","351,989,400","477,399,500","426,311,100","390,789,200","488,388,500","351,526,300","347,286,900","300,417,500","226,815,400","288,064,600","324,971,600","271,513,300","333,990,000","286,791,000","283,092,300","272,491,800","279,443,700","351,825,300","436,717,100","477,564,400","507,961,400","663,286,100",
161,NGA,Nigeria,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"12,373,180,000","10,441,200,000","16,733,240,000","25,944,580,000","17,845,000,000","12,149,180,000","10,356,020,000","11,856,070,000","13,114,050,000","5,084,573,000","7,559,940,000","6,875,078,000","7,871,431,000","13,585,230,000","12,253,890,000","11,791,170,000","9,909,996,000","9,459,083,000","11,734,400,000","16,117,010,000","15,207,290,000","8,971,184,000","12,876,280,000","19,131,990,000","17,991,830,000","15,613,430,000","23,976,050,000","34,766,240,000","55,201,600,000","56,934,210,000","66,051,060,000","78,335,900,000"
162,MNP,Northern Mariana Islands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
